image,question,answer
image3734,What is present?,subdiaphragmatic abscess
image3734,What is present ?,subdiaphragmatic abscess
image3734,What see other slides ?,an opened peritoneal cavity cause by fibrous band strangulation
image3735,What is nodular tumor sectioned?,to show cut surface kidney portion of jejunum shown in this surgically resected specimen excellent
image3735,What sectioned to show cut surface kidney portion of jejunum shown in this surgically resected specimen excellent ?,nodular tumor
image3735,What is nodular tumor sectioned?,to show cut surface kidney portion of jejunum shown in this surgically resected specimen excellent
image3735,What is present ?,retroperitoneal liposarcoma
image3735,What sectioned to show cut surface kidney portion of jejunum shown in this surgically resected specimen excellent?,nodular tumor
image3735,What is present?,retroperitoneal liposarcoma
image3735,What does this image show?,nodular tumor sectioned to show cut surface kidney portion of jejunum shown in surgically resected specimen excellent
image3736,Why does this image show intestines covered by fibrinopurulent membrane?,due to ruptured peptic ulcer
image3736,What is intestines covered?,by fibrinopurulent membrane due to ruptured peptic ulcer
image3736,What does this image show?,intestines covered by fibrinopurulent membrane due to ruptured peptic ulcer
image3736,What is present?,acute peritonitis
image3736,What is present ?,acute peritonitis
image3737,What does slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen contain?,granulomata slide a close-up view the cold abscess the surface
image3737,What is granulomata slide typical cold abscess exudate on the liver surface ?,a close-up view of
image3737,What is a close-up view of the typical cold abscess exudate on the liver surface ?,granulomata slide
image3737,What does slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen contain?,granulomata slide a close-up view the cold abscess the surface
image3737,What contains granulomata slide is a close-up view of the typical cold abscess exudate on the liver surface ?,slices and spleen tuberculous present capsule and spleen
image3737,What is typical tuberculous exudate of liver and spleen ?,present on capsule
image3737,What is present on capsule of liver and spleen ?,typical tuberculous exudate
image3737,What is present on capsule of liver and spleen?,typical tuberculous exudate
image3737,What is granulomata slide typical cold abscess exudate on the liver surface?,a close-up view of
image3737,What is typical tuberculous exudate of liver and spleen?,present on capsule
image3737,What contains granulomata slide is a close-up view of the typical cold abscess exudate on the liver surface?,slices and spleen tuberculous present capsule and spleen
image3737,What is a close-up view of the typical cold abscess exudate on the liver surface?,granulomata slide
image3737,What does this image show?,slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen contains granulomata slide is a close-up view of the typical cold abscess exudate on the liver surface
image3738,What is present?,retroperitoneal liposarcoma
image3738,What does this image show?,whole tumor with kidney and portion of jejunum resected surgically cut surface shows typical fish flesh and yellow sarcoma
image3738,What shows typical fish flesh and yellow sarcoma ?,whole tumor with kidney portion of jejunum resected surgically cut surface
image3738,What does whole tumor with kidney and portion of jejunum resected surgically cut surface show?,typical fish flesh yellow sarcoma
image3738,What is present ?,retroperitoneal liposarcoma
image3738,How does this image show whole tumor?,with kidney and portion of jejunum resected surgically cut surface shows typical fish flesh and yellow sarcoma 
image3738,What does surface show?,typical fish flesh and yellow sarcoma
image3739,What does this image show?,opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut is ischemic
image3739,What is present ?,metastatic carcinoma
image3739,What is present?,metastatic carcinoma
image3739,What is ischemic ?,opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut
image3739,What is ischemic?,opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut
image3740,What is not clear?,all the fat necrosis
image3740,What is present?,Fat necrosis
image3740,What is not clear ?,all the fat necrosis
image3740,What is present ?,Fat necrosis
image3741,What is this very typical ?,cold abscess material
image3741,What is this very typical?,cold abscess material
image3741,What does this image show?,close-up of liver with typical gray caseous looking material that can be seen with tuberculous peritonitis
image3741,How does this image show close-up of liver?,with typical gray caseous looking material that can be seen with tuberculous peritonitis 
image3742,What is present ?,metastatic carcinoma prostate
image3742,What is present?,metastatic carcinoma prostate
image3742,What does this image show?,view of rectovesical pouch with obvious tumor nodules beneath peritoneum very good example
image3743,What is present?,carcinomatosis endometrium primary
image3743,What does this image show?,opened abdominal cavity show typical carcinomatosis
image3743,What is present ?,Carcinomatosis endometrium primary
