image,question,answer
image5454,What does this image show?,anhidrotic ectodermal dysplasia
image5455,What does this image show?,compound odontoma
image5456,What does this image show?,intraosseous mucoepidermoid carcinoma
image5457,What does this image show?,hematopoietic bone marrow defect
image5458,What does this image show?,garres osteomyelitis proliferative periosteitis
image5459,What does this image show?,dentigerous cyst
image5460,What does this image show?,acute pancreatitis
image5461,What does this image show?,acute pancreatitis
image5462,What does this image show?,pancreatic fat necrosis
image5463,How does this image show acute pancreatitis?,with fat necrosis 
image5463,What does this image show?,acute pancreatitis with fat necrosis
image5464,What does this image show?,enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example
image5465,What is present?,male Reproductive
image5466,What does this image show?,fixed tissue tumor masses with necrosis easily seen
image5466,What is present?,metastatic melanoma
image5467,What is present?,benign hyperplasia
image5467,What does this image show?,good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation
image5468,What does this image show?,glans ulcer probable herpes
image5469,What is present?,hyperplasia median bar
image5469,How does this image show large median bar type lesion?,with severe cystitis 
image5469,What does this image show?,large median bar type lesion with severe cystitis
image5470,What does this image show?,primary biliary cirrhosis
image5471,What does this image show?,recovery of ducts
image5472,What does this image show?,autoimmune hepatitis
image5473,What does this image show?,primary sclerosing cholangitis
image5474,What does this image show?,autoimmune hepatitis
image5475,What does this image show?,autoimmune hepatitis
image5476,What does this image show?,autoimmune hepatitis
image5477,What does this image show?,hepatitis c virus
image5478,What does this image show?,primary sclerosing cholangitis
image5479,What does this image show?,resolving acute rejection
image5480,What does this image show?,primary biliary cirrhosis
image5481,What does this image show?,severe acute rejection
image5482,What does this image show?,primary biliary cirrhosis
image5483,What does this image show?,primary biliary cirrhosis
image5484,What does this image show?,primary biliary cirrhosis
image5485,What is present?,petechial and purpuric hemorrhages
image5485,What does this image show?,white skin close-up view quite good
image5486,What does this image show?,portion of body with extensive skin desquamation same as in 907
image5487,What does this image show?,close-up photo quite good
image5488,What does this image show?,close-up photo very good
image5489,How does thigh at autopsy ecchymose?,with necrotizing centers 
image5489,What ecchymoses with necrotizing centers?,thigh at autopsy
image5489,What does this image show?,thigh at autopsy ecchymoses with necrotizing centers
image5490,What does ulceration look?,like pyoderma gangrenosum
image5490,What does this image show?,view of thighs and legs at autopsy ecchymoses with central necrosis and ulceration looks like pyoderma gangrenosum
image5490,What ecchymoses with central necrosis?,view of thighs and legs at autopsy
image5490,How does view of thighs and legs at autopsy ecchymose?,with central necrosis 
image5491,What does this image show?,close-up of bullous skin lesions and peeling of skin
image5491,What is this it looks like?,sure what
image5491,What is this?,correct diagnosis as i do not have protocol
image5491,What is present?,toxic epidermal necrolysis
image5492,What does this image show?,verruca vulgaris
image5493,What does this image show?,cryptococcal dematitis
image5494,What does this image show?,thermal burn
image5495,What does this image show?,thermal burn
image5496,What is well shown?,close-up of typical lesions perspective of elevated pasted on lesions
image5496,What is close-up of typical lesions perspective of elevated pasted on lesions shown?,lesions well
image5496,What does this image show?,close-up of typical lesions perspective of elevated pasted on lesions is well shown
image5496,What is present?,seborrheic keratosis
image5497,What is present of Kidneys?,polycystic Disease
image5497,What is present of Kidneys?,polycystic Disease
image5497,What is opened dysmorphic body with all organs except kidneys removed?,shows size of quite well and renal facies
image5497,What removed shows size of organs quite well and renal facies?,opened dysmorphic body with all except kidneys
image5497,What is opened dysmorphic body with all organs except kidneys removed?,shows size of quite well and renal facies
image5497,What removed shows size of organs quite well and renal facies ?,opened dysmorphic body with all except kidneys
image5498,What does this image show?,posterior view of body lesions mostly in head neck and thorax
image5499,What appear too short has six digits?,a barely seen vascular mass extruding from occipital region of skull arms and legs
image5499,What do a barely seen vascular mass extruding from occipital region of skull arms and legs appear?,too short has six digits
image5499,What does this image show?,lateral view of body with renal facies no neck
image5499,What appear too short ?,no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs
image5499,What has six digits ?,lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short
image5499,What does lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short have?,six digits
image5499,What is present of Kidneys?,polycystic Disease
